identity_id,relation,other_name,other_identity_id,other_wikidata_id
5,enemy,Hate-Monger,,Q3303309
5,enemy,Korath the Pursuer,,Q3198900
5,enemy,Hydra,,Q3052324
5,enemy,Porcupine,,Q111342207
5,enemy,Solarr,,Q3489235
5,enemy,Serpent Society,,Q3488248
5,enemy,Mister Hyde,,Q1638775
5,alternate_universe_counterpart,Ultimate Captain America,,Q4003148
5,alternate_universe_counterpart,Captain America,,Q133799944
53,enemy,Peter Parker / Spider-Man,27,Q79037
53,father,Spencer Smythe (PS2/PSP),241,Q3080800
57,spouse,Patrick Mulligan / Toxin,207,Q2604715
6,enemy,Peter Parker / Spider-Man,27,Q79037
6,enemy,Eddie Brock / Venom,12,Q1621261
6,father,Eddie Brock / Venom,12,Q1621261
6,child,Toxin,,Q2657400
63,enemy,Captain America,5,Q190679
63,enemy,Falcon,,Q672591
64,enemy,Dark Beast,,Q2723286
64,mother,Edna McCoy,,Q111333248
64,father,Norton McCoy,,Q111333247
64,partner,Abigail Brand,,Q2821619
64,alternate_universe_counterpart,Dark Beast,,Q2723286
64,alternate_universe_counterpart,Ultimate Beast,,Q4003146
65,enemy,Peter Parker / Spider-Man,27,Q79037
67,mother,Eleonore Brant,,Q111795149
67,spouse,Ned Leeds,196,Q3337686
67,partner,Peter Parker / Spider-Man,27,Q79037
67,partner,Flash Thompson,110,Q552000
68,enemy,Peter Parker / Spider-Man,27,Q79037
69,enemy,Klaw,,Q2703749
69,enemy,Erik Killmonger,,Q5388669
69,enemy,Man-Ape,,Q3139744
69,enemy,Zenzi,,Q115800561
69,enemy,Baron Macabre,,Q106670105
69,enemy,Kiber the Cruel,,Q6404004
69,enemy,Achebe,,Q2823008
69,enemy,Sons of the Serpent,,Q7562380
69,spouse,Storm (Ororo Munroe),243,Q632212
7,enemy,Peter Parker / Spider-Man,27,Q79037
70,enemy,Yelena Belova,,Q4009216
70,enemy,Iron Maiden,,Q3544680
70,enemy,Damon Dran,,Q5212824
70,enemy,Red Guardian,,Q111722753
70,spouse,Red Guardian,,Q111722753
70,partner,Bucky Barnes,,Q28006858
70,partner,Hawkeye,125,Q19095
71,enemy,Deacon Frost,,Q1748380
71,enemy,Dracula,,Q1131724
72,enemy,X-Men,,Q128452
72,enemy,Mystique,,Q737236
72,child,Larry Trask,,Q771054
72,child,Madame Sanctity,,Q6726329
77,enemy,Daredevil,8,Q327553
77,enemy,Daken,,Q2658347
78,enemy,Peter Parker / Spider-Man,27,Q79037
79,enemy,Deathbird,,Q3020765
79,enemy,Mystique,,Q737236
79,enemy,Karla Sofen,,Q1394350
79,enemy,Doomsday Man,,Q29097098
79,enemy,Yon-Rogg,,Q8054873
79,enemy,Hala the Accuser,,Q30636422
79,mother,Marie Danvers,,Q117178853
79,father,Joe Danvers,,Q117178837
79,partner,Wonder Man,,Q1041907
8,enemy,Kingpin,19,Q1753322
8,enemy,Bullseye,77,Q388316
8,enemy,The Hand,,Q2550236
8,enemy,Owl,,Q2070834
8,enemy,Demogoblin,94,Q1812152
8,enemy,Mysterio,26,Q2283843
8,enemy,Enforcers,,Q5377360
8,enemy,Fancy Dan,,Q20656907
8,enemy,Montana,,Q6904213
8,enemy,Nuke,,Q944173
8,enemy,Jester,,Q2539445
8,enemy,Typhoid Mary,251,Q2625935
8,enemy,Bushwacker,,Q2633496
8,enemy,Gladiator,,Q2671468
8,enemy,Death-Stalker,,Q3550368
8,enemy,Bullet,,Q2928024
8,enemy,Stilt-Man,,Q431125
8,enemy,Turk Barrett,,Q7855000
8,enemy,Tombstone,43,Q59643
8,enemy,Mister Hyde,,Q1638775
8,enemy,Eel,,Q111342150
8,mother,Maggie Murdock,,Q23306601
8,father,Jack Murdock,,Q21188801
8,spouse,Milla Donovan,,Q540442
8,partner,Elektra,,Q913359
8,partner,Karen Page,,Q2298077
8,partner,Black Widow / Natasha Romanova,70,Q369197
8,partner,Typhoid Mary,251,Q2625935
8,partner,Black Cat,3,Q912640
8,partner,Claire Temple,,Q19571310
8,partner,Echo,,Q2519959
8,partner,Dakota North,,Q5210033
8,partner,Moondragon,,Q1908572
8,alternate_universe_counterpart,Kingpin,,Q110486878
80,enemy,Peter Parker / Spider-Man,27,Q79037
80,father,Eddie Brock / Venom,12,Q1621261
82,enemy,Peter Parker / Spider-Man,27,Q79037
87,enemy,Mister Sinister,,Q302534
87,enemy,Vulcan,,Q2568977
87,mother,Katherine Summers,,Q15229053
87,father,Corsair,,Q2385117
87,spouse,Madelyne Pryor,,Q741279
87,spouse,Jean Grey,,Q5350072
87,child,Cable,,Q2267017
87,child,Ruby Summers,,Q3446576
87,child,Nate Grey,,Q2602677
87,partner,Emma Frost,,Q1995969
87,partner,Lee Forrester,,Q6513617
87,alternate_universe_counterpart,Ultimate Cyclops,,Q4003147
87,alternate_universe_counterpart,Cyclops,,Q128904414
9,enemy,The Fantastic Four,,Q152098
9,enemy,Squirrel Girl,,Q4353353
9,enemy,Mephisto,,Q2418665
9,enemy,Silver Surfer / Norrin Radd,202,Q95153
9,enemy,Galactus,111,Q1429836
9,enemy,Invisible Woman,,Q510450
9,enemy,Human Torch,129,Q584585
9,enemy,Mister Fantastic / Reed Richards,187,Q865017
9,enemy,Thing,,Q910204
9,enemy,Dreadknight,,Q3039224
9,enemy,Excalibur,,Q2603976
9,enemy,Maker,,Q39071489
9,enemy,Kang the Conqueror,157,Q1982051
9,enemy,Beyonder,,Q1994866
9,enemy,Impossible Man,,Q1149855
9,mother,Cynthia von Doom,,Q5200168
9,child,Kristoff Vernard,,Q3545586
9,partner,Morgan le Fay,,Q645718
9,partner,Scarlet Witch,,Q929285
9,relative,Kang the Conqueror,157,Q1982051
9,alternate_universe_counterpart,Ultimate Doctor Doom,,Q16619125
9,alternate_universe_counterpart,Doom 2099,,Q5297058
91,enemy,Ajax,,Q4699585
91,enemy,Madcap,,Q6726576
91,enemy,William Stryker,,Q2551564
91,spouse,Shiklah,,Q19867627
94,enemy,Daredevil,8,Q327553
94,enemy,Peter Parker / Spider-Man,27,Q79037
