entity_type,entity_id,source,identifier,url
person,570,tmdb_person,77949,https://www.themoviedb.org/person/77949
person,570,twitter,johnpaesano,
person,570,viaf,252692661,
person,570,wikidata,Q16734003,https://www.wikidata.org/wiki/Q16734003
person,574,wikidata,Q86078755,https://www.wikidata.org/wiki/Q86078755
person,58,allocine,111573,
person,58,bnf,17054984g,
person,58,freebase,/m/06sj3p,
person,58,gnd,1315546825,
person,58,imdb,nm0771414,https://www.imdb.com/title/nm0771414/
person,58,instagram,martinstarr,
person,58,loc,no2007120157,
person,58,musicbrainz_artist,6000cdd4-c688-45a1-9d81-ef76dc8fb7c7,https://musicbrainz.org/artist/6000cdd4-c688-45a1-9d81-ef76dc8fb7c7
person,58,svensk_film,311841,
person,58,tmdb_person,41089,https://www.themoviedb.org/person/41089
person,58,twitter,martinstarr,
person,58,viaf,117149066341465600064,
person,58,wikidata,Q716343,https://www.wikidata.org/wiki/Q716343
person,580,find_a_grave,157488159,
person,580,freebase,/m/0d7nqg,
person,580,wikidata,Q7964090,https://www.wikidata.org/wiki/Q7964090
person,581,allmovie,p461129,
person,581,allocine,118948,
person,581,bnf,14554605z,
person,581,freebase,/m/08r1g7,
person,581,imdb,nm0523180,https://www.imdb.com/title/nm0523180/
person,581,instagram,yurilowenthal,
person,581,kinopoisk,1571675,
person,581,loc,no2009110748,
person,581,musicbrainz_artist,d3ddd23c-e94f-4a90-8851-977875dbf22e,https://musicbrainz.org/artist/d3ddd23c-e94f-4a90-8851-977875dbf22e
person,581,official_website,http://www.yurilowenthal.com/,http://www.yurilowenthal.com/
person,581,svensk_film,415677,
person,581,tmdb_person,127387,https://www.themoviedb.org/person/127387
person,581,twitter,yurilowenthal,
person,581,viaf,253601665,
person,581,wikitree,Lowenthal-53,
person,581,wikidata,Q579804,https://www.wikidata.org/wiki/Q579804
person,59,allmovie,p235678,
person,59,allocine,79484,
person,59,freebase,/m/03cvzms,
person,59,imdb,nm1356578,https://www.imdb.com/title/nm1356578/
person,59,instagram,ohsnapjbsmoove,
person,59,kinopoisk,3138,
person,59,loc,no2010198798,
person,59,official_website,https://www.jbsmoove.com/,https://www.jbsmoove.com/
person,59,svensk_film,301260,
person,59,tmdb_person,65920,https://www.themoviedb.org/person/65920
person,59,twitter,ohsnapjbsmoove,
person,59,viaf,160555560,
person,59,wikitree,Brooks-27295,
person,59,wikidata,Q3778264,https://www.wikidata.org/wiki/Q3778264
person,6,allmovie,p12317,
person,6,allocine,21120,
person,6,freebase,/m/01lsq_,
person,6,gnd,106165169X,
person,6,imdb,nm0001034,https://www.imdb.com/title/nm0001034/
person,6,instagram,chao_time,
person,6,kinopoisk,29931,
person,6,loc,no94040831,
person,6,musicbrainz_artist,4705ec34-ee09-4d16-ba4a-8327a358efff,https://musicbrainz.org/artist/4705ec34-ee09-4d16-ba4a-8327a358efff
person,6,svensk_film,95208,
person,6,tmdb_person,74073,https://www.themoviedb.org/person/74073
person,6,twitter,rosalindchao,
person,6,viaf,4510313,
person,6,wikidata,Q253578,https://www.wikidata.org/wiki/Q253578
person,60,allmovie,p356879,
person,60,allocine,81223,
person,60,freebase,/m/0f0spt,
person,60,gnd,1163638153,
person,60,imdb,nm0938950,https://www.imdb.com/title/nm0938950/
person,60,instagram,wongrel,
person,60,kinopoisk,40398,
person,60,loc,no2005018149,
person,60,svensk_film,276730,
person,60,tmdb_person,30082,https://www.themoviedb.org/person/30082
person,60,twitter,wongrel,
person,60,viaf,44025555,
person,60,wikidata,Q3329808,https://www.wikidata.org/wiki/Q3329808
person,61,allmovie,p483975,
person,61,allocine,147909,
person,61,bnf,16763456w,
person,61,discogs,2208102,
person,61,freebase,/m/0czv3f,
person,61,gnd,142423777,
person,61,imdb,nm1209966,https://www.imdb.com/title/nm1209966/
person,61,instagram,oscarisaac,
person,61,kinopoisk,43284,
person,61,loc,no2007028872,
person,61,musicbrainz_artist,f5f3305f-22ea-45d5-a15e-0fbfedc08ccd,https://musicbrainz.org/artist/f5f3305f-22ea-45d5-a15e-0fbfedc08ccd
person,61,quora,Oscar-Isaac-actor,
person,61,svensk_film,347616,
person,61,tmdb_person,25072,https://www.themoviedb.org/person/25072
person,61,viaf,58853436,
person,61,wikitree,Hernández_Estrada-1,
person,61,wikidata,Q336788,https://www.wikidata.org/wiki/Q336788
person,62,allmovie,p263441,
person,62,allocine,30279,
person,62,bnf,14514396f,
person,62,discogs,381774,
person,62,freebase,/m/02qfhb,
person,62,gnd,129801712,
person,62,imdb,nm0005403,https://www.imdb.com/title/nm0005403/
person,62,kinopoisk,36037,
person,62,loc,no2003014112,
person,62,musicbrainz_artist,197c5ea8-1fee-4692-9282-bd093852292e,https://musicbrainz.org/artist/197c5ea8-1fee-4692-9282-bd093852292e
person,62,svensk_film,306394,
person,62,tmdb_person,17881,https://www.themoviedb.org/person/17881
person,62,viaf,85825801,
person,62,wikitree,Schwartzman-17,
person,62,wikidata,Q313705,https://www.wikidata.org/wiki/Q313705
person,63,allmovie,p598195,
person,63,allocine,208088,
person,63,bnf,171568349,
person,63,freebase,/m/0287jdx,
person,63,gnd,1013318609,
person,63,imdb,nm2257207,https://www.imdb.com/title/nm2257207/
person,63,kinopoisk,1113516,
person,63,loc,no2016039049,
person,63,musicbrainz_artist,6959ebc6-75a3-48d4-b903-61edad15a750,https://musicbrainz.org/artist/6959ebc6-75a3-48d4-b903-61edad15a750
person,63,svensk_film,427039,
person,63,tmdb_person,206919,https://www.themoviedb.org/person/206919
person,63,viaf,173442627,
person,63,wikidata,Q510970,https://www.wikidata.org/wiki/Q510970
person,64,allmovie,p707743,
person,64,allocine,567504,
person,64,gnd,1190135264,
person,64,imdb,nm4175221,https://www.imdb.com/title/nm4175221/
person,64,instagram,itskaransoni,
person,64,loc,no2018112119,
person,64,svensk_film,466420,
person,64,tmdb_person,1109702,https://www.themoviedb.org/person/1109702
person,64,twitter,itskaransoni,
person,64,viaf,9254153532488148820002,
person,64,wikidata,Q22815258,https://www.wikidata.org/wiki/Q22815258
person,65,allmovie,p198203,
person,65,allocine,18597,
person,65,freebase,/m/025rtth,
person,65,gnd,1207118567,
person,65,imdb,nm0904967,https://www.imdb.com/title/nm0904967/
person,65,instagram,lalunavelez,
person,65,kinopoisk,55431,
person,65,loc,no00067096,
person,65,svensk_film,212918,
person,65,tmdb_person,141610,https://www.themoviedb.org/person/141610
person,65,viaf,11853327,
person,65,wikidata,Q235359,https://www.wikidata.org/wiki/Q235359
person,66,allmovie,p279162,
person,66,allocine,61593,
person,66,bnf,166949292,
person,66,freebase,/m/03yj_0n,
person,66,gnd,1234427621,
person,66,imdb,nm0924154,https://www.imdb.com/title/nm0924154/
person,66,kinopoisk,34780,
person,66,loc,no2007111050,
person,66,musicbrainz_artist,4bf71eee-4057-4700-a65b-096f984d661f,https://musicbrainz.org/artist/4bf71eee-4057-4700-a65b-096f984d661f
person,66,svensk_film,286808,
person,66,tmdb_person,74242,https://www.themoviedb.org/person/74242
person,66,viaf,71179173,
person,66,wikidata,Q3959303,https://www.wikidata.org/wiki/Q3959303
person,67,allmovie,p791133,
person,67,allocine,104746,
person,67,freebase,/m/06wgc5,
person,67,gnd,1123102945,
person,67,imdb,nm0991810,https://www.imdb.com/title/nm0991810/
person,67,instagram,mahershalaali,
person,67,kinopoisk,542248,
person,67,loc,no2009114724,
person,67,musicbrainz_artist,2cb749e6-e9f9-4d17-b038-e7fad6205bb2,https://musicbrainz.org/artist/2cb749e6-e9f9-4d17-b038-e7fad6205bb2
person,67,svensk_film,381352,
person,67,tmdb_person,932967,https://www.themoviedb.org/person/932967
person,67,viaf,91193350,
person,67,wikitree,Gilmore-1955,
person,67,wikidata,Q360531,https://www.wikidata.org/wiki/Q360531
person,68,allocine,781537,
person,68,gnd,1137215186,
person,68,imdb,nm7851611,https://www.imdb.com/title/nm7851611/
person,68,instagram,jharreljerome,
person,68,kinopoisk,4297272,
person,68,loc,no2017027863,
person,68,svensk_film,471677,
person,68,tmdb_person,1664716,https://www.themoviedb.org/person/1664716
person,68,twitter,JharrelJerome,
person,68,viaf,4503148997687459870000,
person,68,wikidata,Q27442165,https://www.wikidata.org/wiki/Q27442165
person,69,allmovie,p301932,
person,69,allocine,69924,
person,69,bnf,15025410w,
person,69,discogs,16909,
person,69,freebase,/m/05xf75,
person,69,gnd,140606610,
person,69,imdb,nm0362766,https://www.imdb.com/title/nm0362766/
person,69,instagram,tomhardy,
person,69,kinopoisk,39984,
person,69,loc,no2006037732,
person,69,musicbrainz_artist,fd6347c2-f724-4d51-875d-693cfdb63399,https://musicbrainz.org/artist/fd6347c2-f724-4d51-875d-693cfdb63399
person,69,omni,59bd0e12-3a66-4556-9f7b-2dc6de8b8bde,
person,69,quora,Tom-Hardy-actor,
person,69,svensk_film,311209,
person,69,tmdb_person,2524,https://www.themoviedb.org/person/2524
person,69,viaf,4680980,
person,69,wikitree,Hardy-2625,
person,69,wikidata,Q208026,https://www.wikidata.org/wiki/Q208026
person,7,allmovie,p89065,
person,7,allocine,7681,
person,7,bnf,141753549,
person,7,find_a_grave,197596299,
person,7,freebase,/m/02qhd0b,
person,7,gnd,1061641619,
person,7,imdb,nm0258757,https://www.imdb.com/title/nm0258757/
person,7,kinopoisk,3628,
person,7,loc,no92015231,
person,7,svensk_film,145331,
person,7,tmdb_person,9110,https://www.themoviedb.org/person/9110
person,7,viaf,74061557,
person,7,wikitree,Erdman-697,
person,7,wikidata,Q2149430,https://www.wikidata.org/wiki/Q2149430
person,70,allmovie,p198320,
person,70,allocine,28642,
person,70,bnf,142393805,
person,70,discogs,3311907,
person,70,freebase,/m/03mp9s,
person,70,gnd,135732018,
person,70,imdb,nm0931329,https://www.imdb.com/title/nm0931329/
person,70,kinopoisk,1433,
person,70,loc,no99045574,
person,70,musicbrainz_artist,aa440de8-500e-43a1-b601-a9733fd1bcb5,https://musicbrainz.org/artist/aa440de8-500e-43a1-b601-a9733fd1bcb5
person,70,quora,Michelle-Williams-actor,
person,70,svensk_film,216213,
person,70,tmdb_person,1812,https://www.themoviedb.org/person/1812
person,70,twitter,fiery01red,
person,70,viaf,119911757,
person,70,wikitree,Williams-26696,
person,70,wikidata,Q156796,https://www.wikidata.org/wiki/Q156796
person,71,allocine,141668,
person,71,bnf,165189025,
person,71,discogs,1277572,
person,71,freebase,/m/0dmrvt,
person,71,gnd,1141606062,
person,71,imdb,nm1981893,https://www.imdb.com/title/nm1981893/
person,71,instagram,rizwanahmed,
person,71,kinopoisk,1079081,
person,71,loc,no2010177531,
person,71,musicbrainz_artist,c3483823-d932-4208-91cf-70735316e70f,https://musicbrainz.org/artist/c3483823-d932-4208-91cf-70735316e70f
person,71,official_website,http://www.rizmc.com,http://www.rizmc.com
person,71,quora,Riz-Ahmed-5,
person,71,svensk_film,350637,
person,71,tmdb_person,53240,https://www.themoviedb.org/person/53240
person,71,twitter,rizmc,
person,71,viaf,160318125,
person,71,wikidata,Q1861917,https://www.wikidata.org/wiki/Q1861917
person,72,allocine,478153,
person,72,freebase,/m/0j46bkk,
person,72,gnd,1063074533,
person,72,imdb,nm2020278,https://www.imdb.com/title/nm2020278/
person,72,loc,no2014107334,
person,72,tmdb_person,87954,https://www.themoviedb.org/person/87954
person,72,viaf,311736738,
person,72,wikidata,Q7436480,https://www.wikidata.org/wiki/Q7436480
person,73,allmovie,p636838,
person,73,allocine,415801,
person,73,discogs,3566947,
person,73,freebase,/m/07kgl_1,
person,73,gnd,1148801898,
person,73,imdb,nm2809577,https://www.imdb.com/title/nm2809577/
person,73,instagram,jennyslate,
person,73,kinopoisk,1657748,
person,73,loc,no2011165654,
person,73,musicbrainz_artist,9a40203e-1c26-42e0-8dfa-9f9abdc49411,https://musicbrainz.org/artist/9a40203e-1c26-42e0-8dfa-9f9abdc49411
person,73,svensk_film,439713,
person,73,tmdb_person,213001,https://www.themoviedb.org/person/213001
person,73,twitter,jennyslate,
person,73,viaf,265146385,
person,73,wikitree,Slate-159,
person,73,wikidata,Q744166,https://www.wikidata.org/wiki/Q744166
person,74,allmovie,p30548,
person,74,allocine,4062,
person,74,bnf,14010171q,
person,74,discogs,1432631,
person,74,freebase,/m/0170s4,
person,74,gnd,129592552,
person,74,imdb,nm0000437,https://www.imdb.com/title/nm0000437/
person,74,instagram,woodyharrelson,
person,74,kinopoisk,9839,
person,74,loc,no95035820,
person,74,musicbrainz_artist,19857f51-ef8b-4455-9e67-a066ae340034,https://musicbrainz.org/artist/19857f51-ef8b-4455-9e67-a066ae340034
person,74,omni,f4d26bdb-9cb8-4d9d-917e-ccabc26a37f5,
person,74,quora,Woody-Harrelson,
person,74,svensk_film,109615,
person,74,tmdb_person,57755,https://www.themoviedb.org/person/57755
person,74,twitter,WoodyHarrelson,
person,74,viaf,14970042,
person,74,wikitree,Harrelson-214,
person,74,wikidata,Q201279,https://www.wikidata.org/wiki/Q201279
person,75,freebase,/m/0gbxw84,
person,75,imdb,nm0523742,https://www.imdb.com/title/nm0523742/
person,75,tmdb_person,2141479,https://www.themoviedb.org/person/2141479
person,75,wikidata,Q109986660,https://www.wikidata.org/wiki/Q109986660
person,76,allmovie,p74521,
person,76,allocine,69401,
person,76,bnf,15030165b,
person,76,freebase,/m/084sz6,
person,76,gnd,140909184,
person,76,imdb,nm0001828,https://www.imdb.com/title/nm0001828/
person,76,kinopoisk,23371,
person,76,svensk_film,182241,
person,76,tmdb_person,4766,https://www.themoviedb.org/person/4766
person,76,viaf,230361744,
person,76,wikidata,Q242763,https://www.wikidata.org/wiki/Q242763
person,77,allmovie,p334461,
person,77,allocine,92692,
person,77,bnf,14628503h,
person,77,freebase,/m/020c55,
person,77,gnd,141099879,
person,77,imdb,nm0365140,https://www.imdb.com/title/nm0365140/
person,77,instagram,naomieharris,
person,77,kinopoisk,41821,
person,77,loc,no2004015610,
person,77,svensk_film,308202,
person,77,tmdb_person,2038,https://www.themoviedb.org/person/2038
person,77,twitter,Naomieharris,
person,77,viaf,120345192,
person,77,wikitree,Harris-22103,
person,77,wikidata,Q156586,https://www.wikidata.org/wiki/Q156586
person,78,allocine,104736,
person,78,freebase,/m/05c28s0,
person,78,gnd,1263613187,
person,78,imdb,nm1169428,https://www.imdb.com/title/nm1169428/
person,78,instagram,reidscott_,
person,78,loc,no2011095341,
person,78,tmdb_person,81316,https://www.themoviedb.org/person/81316
person,78,twitter,reidscott,
person,78,viaf,171346901,
person,78,wikidata,Q2139900,https://www.wikidata.org/wiki/Q2139900
person,79,allmovie,p487115,
person,79,allocine,224013,
person,79,bnf,16660452m,
person,79,discogs,2141423,
person,79,freebase,/m/04qbht5,
person,79,gnd,1012584550,
person,79,imdb,nm1741002,https://www.imdb.com/title/nm1741002/
person,79,kinopoisk,607007,
person,79,loc,no2010182099,
person,79,musicbrainz_artist,fdf8f183-d295-4dcd-b1cc-c932240befcf,https://musicbrainz.org/artist/fdf8f183-d295-4dcd-b1cc-c932240befcf
person,79,quora,Matt-Smith-actor,
person,79,tmdb_person,136532,https://www.themoviedb.org/person/136532
person,79,viaf,266007488,
person,79,wikitree,Smith-71793,
person,79,wikidata,Q312385,https://www.wikidata.org/wiki/Q312385
person,8,freebase,/m/010dpr0j,
person,8,imdb,nm0443226,https://www.imdb.com/title/nm0443226/
person,8,tmdb_person,1621846,https://www.themoviedb.org/person/1621846
person,8,wikidata,Q11623715,https://www.wikidata.org/wiki/Q11623715
person,80,allmovie,an301755,
person,80,allocine,694710,
person,80,freebase,/m/0pcpb81,
person,80,gnd,1164387855,
person,80,imdb,nm5245722,https://www.imdb.com/title/nm5245722/
person,80,instagram,adriaarjona,
person,80,kinopoisk,2956939,
person,80,loc,no2017108572,
person,80,tmdb_person,1371297,https://www.themoviedb.org/person/1371297
person,80,twitter,adriaarjona,
person,80,viaf,8706150382269013500004,
person,80,wikidata,Q18684239,https://www.wikidata.org/wiki/Q18684239
person,81,allmovie,p30630,
person,81,allocine,20950,
person,81,bnf,141855364,
person,81,discogs,560110,
person,81,freebase,/m/044lyq,
person,81,gnd,1012585247,
person,81,imdb,nm0364813,https://www.imdb.com/title/nm0364813/
person,81,instagram,jaredharris,
person,81,kinopoisk,1402,
person,81,loc,nr98036142,
person,81,musicbrainz_artist,90f4fcaa-f823-4967-89e5-5369b5298e31,https://musicbrainz.org/artist/90f4fcaa-f823-4967-89e5-5369b5298e31
person,81,svensk_film,179826,
person,81,tmdb_person,15440,https://www.themoviedb.org/person/15440
person,81,twitter,JaredHarris,
person,81,viaf,56820060,
person,81,wikidata,Q362500,https://www.wikidata.org/wiki/Q362500
person,82,allmovie,p290116,
person,82,allocine,41609,
person,82,bnf,14066472c,
person,82,discogs,78349,
person,82,freebase,/m/01l1b90,
person,82,gnd,135102405,
person,82,imdb,nm0879085,https://www.imdb.com/title/nm0879085/
person,82,instagram,tyrese,
person,82,kinopoisk,30027,
person,82,loc,no2003062031,
person,82,musicbrainz_artist,975d94b4-7ca8-4eec-ae48-1aa4660995d3,https://musicbrainz.org/artist/975d94b4-7ca8-4eec-ae48-1aa4660995d3
person,82,official_website,http://www.tyrese.com/,http://www.tyrese.com/
person,82,quora,Tyrese-Gibson,
person,82,svensk_film,355355,
person,82,tmdb_person,8169,https://www.themoviedb.org/person/8169
person,82,twitter,Tyrese,
person,82,viaf,34662659,
person,82,wikidata,Q311232,https://www.wikidata.org/wiki/Q311232
person,83,freebase,/m/04g16xs,
person,83,imdb,nm1371339,https://www.imdb.com/title/nm1371339/
person,83,instagram,almadrigal,
person,83,loc,n2012050418,
person,83,musicbrainz_artist,1fd2a3aa-79e3-4653-bf26-4fb4900e5d2e,https://musicbrainz.org/artist/1fd2a3aa-79e3-4653-bf26-4fb4900e5d2e
person,83,official_website,http://www.almadrigal.com/,http://www.almadrigal.com/
person,83,tmdb_person,90534,https://www.themoviedb.org/person/90534
person,83,twitter,almadrigal,
person,83,viaf,260995315,
person,83,wikidata,Q4704337,https://www.wikidata.org/wiki/Q4704337
person,84,allmovie,p671649,
person,84,allocine,412699,
person,84,bnf,16980282x,
person,84,freebase,/m/0g_p9q,
person,84,gnd,1073227340,
person,84,imdb,nm0424848,https://www.imdb.com/title/nm0424848/
person,84,instagram,dakotajohnson,
person,84,kinopoisk,24468,
person,84,loc,no2011124621,
person,84,musicbrainz_artist,e3e7525d-8112-40db-805e-8febc0c6cff6,https://musicbrainz.org/artist/e3e7525d-8112-40db-805e-8febc0c6cff6
person,84,quora,Dakota-Johnson-11,
person,84,svensk_film,409610,
person,84,tmdb_person,118545,https://www.themoviedb.org/person/118545
person,84,viaf,180546099,
person,84,wikitree,Johnson-34550,
person,84,wikidata,Q2315802,https://www.wikidata.org/wiki/Q2315802
person,85,allmovie,p625979,
person,85,allocine,171899,
person,85,bnf,16218999v,
person,85,freebase,/m/080bm89,
person,85,gnd,1025347684,
person,85,imdb,nm2588665,https://www.imdb.com/title/nm2588665/
person,85,instagram,taharrahimofficiel,
person,85,kinopoisk,1207951,
person,85,loc,no2010126072,
person,85,svensk_film,404284,
person,85,tmdb_person,81051,https://www.themoviedb.org/person/81051
person,85,viaf,151834640,
person,85,wikidata,Q981690,https://www.wikidata.org/wiki/Q981690
person,86,allmovie,p284723,
person,86,allocine,134053,
person,86,bnf,155465680,
person,86,discogs,314905,
person,86,freebase,/m/0517bc,
person,86,gnd,141167203,
person,86,imdb,nm0731075,https://www.imdb.com/title/nm0731075/
person,86,instagram,emmaroberts,
person,86,kinopoisk,50626,
person,86,loc,no2005021393,
person,86,musicbrainz_artist,9e6fe694-b4be-4f2b-85dd-98d33ccb283e,https://musicbrainz.org/artist/9e6fe694-b4be-4f2b-85dd-98d33ccb283e
person,86,quora,Emma-Roberts-actor,
person,86,svensk_film,221720,
person,86,tmdb_person,34847,https://www.themoviedb.org/person/34847
person,86,twitter,RobertsEmma,
person,86,viaf,85925873,
person,86,wikitree,Roberts-10558,
person,86,wikidata,Q228598,https://www.wikidata.org/wiki/Q228598
person,87,allmovie,p639969,
person,87,allocine,216573,
person,87,freebase,/m/09gbdyh,
person,87,gnd,1289536910,
person,87,imdb,nm2628935,https://www.imdb.com/title/nm2628935/
person,87,instagram,kerrybishe,
person,87,kinopoisk,1268094,
person,87,loc,no2012071291,
person,87,svensk_film,451833,
person,87,tmdb_person,58356,https://www.themoviedb.org/person/58356
person,87,viaf,250286874,
person,87,wikidata,Q465200,https://www.wikidata.org/wiki/Q465200
person,88,allmovie,p223103,
person,88,allocine,93689,
person,88,bnf,141753111,
person,88,discogs,586079,
person,88,freebase,/m/06l9n8,
person,88,gnd,1074485742,
person,88,imdb,nm0258402,https://www.imdb.com/title/nm0258402/
person,88,instagram,therealmikeepps,
person,88,kinopoisk,1931,
person,88,loc,no00040585,
person,88,musicbrainz_artist,7a38eea1-ee60-4dc4-8b11-4a26a811cf5a,https://musicbrainz.org/artist/7a38eea1-ee60-4dc4-8b11-4a26a811cf5a
person,88,official_website,https://mikeepps.com/,https://mikeepps.com/
person,88,quora,Mike-Epps-4,
person,88,svensk_film,289552,
person,88,tmdb_person,51944,https://www.themoviedb.org/person/51944
person,88,twitter,TheRealMikeEpps,
person,88,viaf,37126154,
person,88,wikidata,Q311962,https://www.wikidata.org/wiki/Q311962
person,89,freebase,/m/04ns84d,
person,89,imdb,nm0946962,https://www.imdb.com/title/nm0946962/
person,89,tmdb_person,72128,https://www.themoviedb.org/person/72128
person,89,twitter,jmyazpiik,
person,89,wikidata,Q5943686,https://www.wikidata.org/wiki/Q5943686
person,9,imdb,nm0620407,https://www.imdb.com/title/nm0620407/
person,9,loc,no2015103684,
person,9,tmdb_person,140106,https://www.themoviedb.org/person/140106
person,9,viaf,317284998,
person,9,wikitree,仲谷-1,
person,9,wikidata,Q11378599,https://www.wikidata.org/wiki/Q11378599
person,90,allmovie,p394426,
person,90,allocine,259286,
person,90,freebase,/m/0cfyl27,
person,90,gnd,106027695X,
person,90,imdb,nm0541082,https://www.imdb.com/title/nm0541082/
person,90,instagram,zosiamamet,
person,90,kinopoisk,539579,
person,90,loc,no2012134213,
person,90,musicbrainz_artist,a1f46a97-e446-4e37-815c-05a4dccf6d28,https://musicbrainz.org/artist/a1f46a97-e446-4e37-815c-05a4dccf6d28
person,90,official_website,http://www.zosiamamet.com,http://www.zosiamamet.com
person,90,svensk_film,409739,
person,90,tmdb_person,206966,https://www.themoviedb.org/person/206966
person,90,twitter,ZosiaMametcom,
person,90,viaf,269478473,
person,90,wikidata,Q4965286,https://www.wikidata.org/wiki/Q4965286
person,91,allmovie,p352881,
person,91,allocine,82306,
person,91,bnf,16520325f,
person,91,freebase,/m/02rb9_g,
person,91,gnd,1033847526,
person,91,imdb,nm1093951,https://www.imdb.com/title/nm1093951/
person,91,instagram,aarontaylorjohnson,
person,91,kinopoisk,29859,
person,91,loc,no2010120523,
person,91,musicbrainz_artist,2d8930ee-ed52-4ed4-965b-aadfa8c537cc,https://musicbrainz.org/artist/2d8930ee-ed52-4ed4-965b-aadfa8c537cc
person,91,svensk_film,311525,
person,91,tmdb_person,27428,https://www.themoviedb.org/person/27428
person,91,viaf,126269841,
person,91,wikidata,Q45923,https://www.wikidata.org/wiki/Q45923
person,92,allmovie,p880445,
person,92,allocine,859646,
person,92,imdb,nm9538520,https://www.imdb.com/title/nm9538520/
person,92,instagram,fred.hechinger,
person,92,loc,no2019164950,
person,92,tmdb_person,2099497,https://www.themoviedb.org/person/2099497
person,92,viaf,2400157470196722640009,
person,92,wikidata,Q104902570,https://www.wikidata.org/wiki/Q104902570
person,93,allmovie,p228583,
person,93,allocine,19036,
person,93,bnf,140217458,
person,93,discogs,2426584,
person,93,freebase,/m/09_2tp,
person,93,gnd,140506004,
person,93,imdb,nm0005273,https://www.imdb.com/title/nm0005273/
person,93,kinopoisk,11658,
person,93,loc,no00012903,
person,93,musicbrainz_artist,0338765f-1f81-4fc5-b90a-684ceeebe194,https://musicbrainz.org/artist/0338765f-1f81-4fc5-b90a-684ceeebe194
person,93,svensk_film,243414,
person,93,tmdb_person,4941,https://www.themoviedb.org/person/4941
person,93,viaf,66664204,
person,93,wikitree,Nivola-1,
person,93,wikidata,Q350424,https://www.wikidata.org/wiki/Q350424
person,94,allocine,797771,
person,94,gnd,1256854700,
person,94,imdb,nm3663196,https://www.imdb.com/title/nm3663196/
person,94,instagram,arianadebose,
person,94,loc,no2017082955,
person,94,musicbrainz_artist,fb2aa269-009e-43b5-9423-03617ea300aa,https://musicbrainz.org/artist/fb2aa269-009e-43b5-9423-03617ea300aa
person,94,tmdb_person,1437491,https://www.themoviedb.org/person/1437491
person,94,twitter,ArianaDeBose,
person,94,viaf,31149912451906211528,
person,94,wikidata,Q27733932,https://www.wikidata.org/wiki/Q27733932
person,95,allmovie,p658039,
person,95,allocine,540394,
person,95,bnf,17733186h,
person,95,freebase,/m/0g40n7d,
person,95,gnd,1076744486,
person,95,imdb,nm3571592,https://www.imdb.com/title/nm3571592/
person,95,kinopoisk,1833008,
person,95,loc,no2016043864,
person,95,quora,Christopher-Abbott-12,
person,95,tmdb_person,984629,https://www.themoviedb.org/person/984629
person,95,viaf,151144647642182309404,
person,95,wikidata,Q5111829,https://www.wikidata.org/wiki/Q5111829
person,96,allmovie,p15959,
person,96,allocine,20966,
person,96,bnf,14028218p,
person,96,discogs,441461,
person,96,freebase,/m/06dv3,
person,96,gnd,123343585,
person,96,imdb,nm0000128,https://www.imdb.com/title/nm0000128/
person,96,instagram,russellcrowe,
person,96,kinopoisk,10019,
person,96,loc,no97049663,
person,96,musicbrainz_artist,b7c738aa-cda3-45e2-9d0e-33687ab864e5,https://musicbrainz.org/artist/b7c738aa-cda3-45e2-9d0e-33687ab864e5
person,96,quora,Russell-Crowe-actor,
person,96,svensk_film,184305,
person,96,tmdb_person,934,https://www.themoviedb.org/person/934
person,96,twitter,russellcrowe,
person,96,viaf,32197350,
person,96,wikitree,Crowe-1040,
person,96,wikidata,Q129817,https://www.wikidata.org/wiki/Q129817
person,97,allocine,555759,
person,97,gnd,1062328108,
person,97,imdb,nm2103298,https://www.imdb.com/title/nm2103298/
person,97,kinopoisk,1133199,
person,97,viaf,3074149662179907020002,
person,97,wikidata,Q1953548,https://www.wikidata.org/wiki/Q1953548
person,98,freebase,/m/0gbzghh,
person,98,gnd,1061698378,
person,98,imdb,nm0464305,https://www.imdb.com/title/nm0464305/
person,98,instagram,yurikolokolnikovofficial,
person,98,kinopoisk,230534,
person,98,loc,no2010065870,
person,98,tmdb_person,238130,https://www.themoviedb.org/person/238130
person,98,viaf,120576219,
person,98,wikidata,Q4228271,https://www.wikidata.org/wiki/Q4228271
person,99,allmovie,an1391,
person,99,allocine,55757,
person,99,bnf,145809492,
person,99,discogs,3637988,
person,99,freebase,/m/05vsxz,
person,99,gnd,138457441,
person,99,imdb,nm0252230,https://www.imdb.com/title/nm0252230/
person,99,kinopoisk,33495,
person,99,loc,no00022281,
person,99,musicbrainz_artist,3d9fae2f-9b2b-4de6-8474-9f4c6d3db6a7,https://musicbrainz.org/artist/3d9fae2f-9b2b-4de6-8474-9f4c6d3db6a7
person,99,svensk_film,251652,
person,99,tmdb_person,5294,https://www.themoviedb.org/person/5294
person,99,viaf,165526611,
person,99,wikitree,Ejiofor-1,
person,99,wikidata,Q317343,https://www.wikidata.org/wiki/Q317343
character,1,comic_vine,4005-1780,https://comicvine.gamespot.com/4005-1780/
character,1,commons_category,Aunt May,https://commons.wikimedia.org/wiki/Category:Aunt May
character,1,fandom_article,marvel:Maybelle_Parker_(Earth-616),
character,1,freebase,/m/0127r1,
character,1,wikidata,Q2453332,https://www.wikidata.org/wiki/Q2453332
character,10,comic_vine,4005-1485,https://comicvine.gamespot.com/4005-1485/
character,10,commons_category,Doctor Octopus,https://commons.wikimedia.org/wiki/Category:Doctor Octopus
